Date,Daily_Cases,Daily_Deaths
2022-06-28,69571.0,461.0
2022-06-29,0.0,0.0
2022-06-30,145368.0,0.0
2022-07-01,0.0,474.0
2022-07-02,0.0,0.0
2022-07-03,0.0,0.0
2022-07-04,493606.0,417.0
2022-07-05,353202.0,1058.0
2022-07-06,20028.0,126.0
2022-07-07,0.0,370.0
2022-07-08,0.0,0.0
2022-07-09,0.0,0.0
2022-07-10,0.0,0.0
2022-07-11,630410.0,937.0
2022-07-12,169745.0,677.0
2022-07-13,204052.0,151.0
2022-07-14,0.0,0.0
2022-07-15,170.0,231.0
2022-07-16,0.0,0.0
2022-07-17,0.0,0.0
2022-07-18,738601.0,1092.0
2022-07-19,346736.0,1001.0
2022-07-20,57317.0,0.0
2022-07-21,0.0,0.0
2022-07-22,0.0,316.0
2022-07-23,0.0,0.0
2022-07-24,0.0,0.0
2022-07-25,422608.0,915.0
2022-07-26,222961.0,969.0
2022-07-27,229965.0,433.0
2022-07-28,0.0,0.0
2022-07-29,259272.0,259.0
2022-07-30,0.0,0.0
2022-07-31,0.0,0.0
2022-08-01,328461.0,1520.0
2022-08-02,317361.0,445.0
2022-08-03,0.0,264.0
2022-08-04,298700.0,30.0
2022-08-05,0.0,0.0
2022-08-06,276988.0,0.0
2022-08-07,0.0,0.0
2022-08-08,318313.0,1360.0
2022-08-09,223999.0,1258.0
2022-08-10,0.0,0.0
2022-08-11,0.0,501.0
2022-08-12,0.0,0.0
2022-08-13,0.0,0.0
2022-08-14,0.0,0.0
2022-08-15,394529.0,1401.0
2022-08-16,228024.0,1041.0
2022-08-17,0.0,0.0
2022-08-18,0.0,0.0
2022-08-19,0.0,0.0
2022-08-20,0.0,0.0
2022-08-21,0.0,530.0
2022-08-22,226621.0,0.0
2022-08-23,177998.0,1507.0
2022-08-24,0.0,228.0
2022-08-25,0.0,0.0
2022-08-26,0.0,0.0
2022-08-27,0.0,0.0
2022-08-28,0.0,0.0
2022-08-29,170893.0,990.0
2022-08-30,170758.0,486.0
2022-08-31,5283.0,869.0
2022-09-01,0.0,0.0
2022-09-02,0.0,165.0
2022-09-03,0.0,0.0
2022-09-04,0.0,34.0
2022-09-05,87401.0,335.0
2022-09-06,216059.0,869.0
2022-09-07,0.0,0.0
2022-09-08,0.0,63.0
2022-09-09,0.0,56.0
2022-09-10,0.0,0.0
2022-09-11,1061.0,0.0
2022-09-12,170789.0,727.0
2022-09-13,63395.0,469.0
2022-09-14,149548.0,348.0
2022-09-15,0.0,240.0
2022-09-16,0.0,0.0
2022-09-17,0.0,0.0
2022-09-18,0.0,0.0
2022-09-19,162275.0,794.0
2022-09-20,136757.0,448.0
2022-09-21,0.0,227.0
2022-09-22,101462.0,138.0
2022-09-23,0.0,0.0
2022-09-24,0.0,0.0
2022-09-25,0.0,0.0
2022-09-26,199757.0,865.0
2022-09-27,176859.0,230.0
2022-09-28,0.0,739.0
2022-09-29,94175.0,0.0
2022-09-30,0.0,0.0
2022-10-01,0.0,0.0
2022-10-02,0.0,0.0
2022-10-03,119157.0,797.0
2022-10-04,280323.0,239.0
2022-10-05,0.0,585.0
2022-10-06,57599.0,0.0
2022-10-07,0.0,0.0
2022-10-08,0.0,0.0
2022-10-09,0.0,0.0
2022-10-10,234681.0,683.0
2022-10-11,236574.0,594.0
2022-10-12,0.0,0.0
2022-10-13,112511.0,203.0
2022-10-14,0.0,0.0
2022-10-15,0.0,0.0
2022-10-16,0.0,0.0
2022-10-17,284325.0,1212.0
2022-10-18,152215.0,87.0
2022-10-19,0.0,396.0
2022-10-20,68429.0,0.0
2022-10-21,0.0,0.0
2022-10-22,0.0,0.0
2022-10-23,0.0,0.0
2022-10-24,225184.0,726.0
2022-10-25,208965.0,860.0
2022-10-26,0.0,325.0
2022-10-27,3849.0,0.0
2022-10-28,0.0,0.0
2022-10-29,0.0,0.0
2022-10-30,0.0,0.0
2022-10-31,133000.0,618.0
2022-11-01,101323.0,1581.0
2022-11-02,0.0,0.0
2022-11-03,145277.0,759.0
2022-11-04,0.0,0.0
2022-11-05,0.0,0.0
2022-11-06,0.0,0.0
2022-11-07,117954.0,600.0
2022-11-08,146219.0,132.0
2022-11-09,0.0,839.0
2022-11-10,26375.0,0.0
2022-11-11,27974.0,0.0
2022-11-12,0.0,0.0
2022-11-13,0.0,58.0
2022-11-14,163330.0,840.0
2022-11-15,156910.0,0.0
2022-11-16,0.0,1241.0
2022-11-17,0.0,0.0
2022-11-18,151375.0,317.0
2022-11-19,0.0,0.0
2022-11-20,0.0,95.0
2022-11-21,119151.0,537.0
2022-11-22,232645.0,615.0
2022-11-23,16547.0,366.0
2022-11-24,0.0,0.0
2022-11-25,277800.0,803.0
2022-11-26,0.0,0.0
2022-11-27,0.0,78.0
2022-11-28,142328.0,588.0
2022-11-29,324906.0,422.0
2022-11-30,0.0,29.0
2022-12-01,170460.0,764.0
2022-12-02,55350.0,0.0
2022-12-03,0.0,0.0
2022-12-04,0.0,27.0
2022-12-05,248342.0,754.0
2022-12-06,119021.0,352.0
2022-12-07,8982.0,436.0
2022-12-08,175610.0,831.0
2022-12-09,0.0,0.0
2022-12-10,0.0,0.0
2022-12-11,24557.0,52.0
2022-12-12,273519.0,1005.0
2022-12-13,205320.0,296.0
2022-12-14,0.0,491.0
2022-12-15,64958.0,352.0
2022-12-16,0.0,0.0
2022-12-17,0.0,0.0
2022-12-18,0.0,0.0
2022-12-19,302687.0,1030.0
2022-12-20,122469.0,393.0
2022-12-21,11892.0,351.0
2022-12-22,37194.0,100.0
2022-12-23,0.0,18.0
2022-12-24,0.0,0.0
2022-12-25,0.0,0.0
2022-12-26,333111.0,242.0
2022-12-27,134750.0,997.0
2022-12-28,0.0,692.0
2022-12-29,34153.0,124.0
2022-12-30,0.0,0.0
2022-12-31,0.0,0.0
2023-01-01,50531.0,153.0
2023-01-02,105126.0,317.0
2023-01-03,43064.0,879.0
2023-01-04,107667.0,681.0
2023-01-05,164798.0,740.0
2023-01-06,0.0,0.0
2023-01-07,0.0,0.0
2023-01-08,0.0,108.0
2023-01-09,21542.0,1101.0
2023-01-10,45949.0,200.0
2023-01-11,111608.0,916.0
2023-01-12,0.0,166.0
2023-01-13,0.0,0.0
2023-01-14,0.0,0.0
2023-01-15,0.0,59889.0
2023-01-16,17754.0,0.0
2023-01-17,137475.0,696.0
2023-01-18,25625.0,1142.0
2023-01-19,0.0,451.0
2023-01-20,17222.0,0.0
2023-01-21,0.0,10047.0
2023-01-22,0.0,0.0
2023-01-23,56627.0,875.0
2023-01-24,100766.0,493.0
2023-01-25,22400.0,255.0
2023-01-26,0.0,818.0
2023-01-27,0.0,0.0
2023-01-28,0.0,5251.0
2023-01-29,0.0,0.0
2023-01-30,36031.0,475.0
2023-01-31,70779.0,658.0
2023-02-01,67158.0,819.0
2023-02-02,0.0,55.0
2023-02-03,0.0,0.0
2023-02-04,0.0,1623.0
2023-02-05,0.0,0.0
2023-02-06,56798.0,421.0
2023-02-07,51790.0,254.0
2023-02-08,32321.0,725.0
2023-02-09,28805.0,338.0
2023-02-10,0.0,0.0
2023-02-11,0.0,0.0
2023-02-12,0.0,0.0
2023-02-13,60308.0,425.0
2023-02-14,55646.0,396.0
2023-02-15,46308.0,328.0
2023-02-16,0.0,564.0
2023-02-17,0.0,0.0
2023-02-18,0.0,0.0
2023-02-19,0.0,88.0
2023-02-20,927.0,113.0
2023-02-21,92772.0,225.0
2023-02-22,65971.0,1020.0
2023-02-23,0.0,87.0
2023-02-24,0.0,0.0
2023-02-25,0.0,0.0
2023-02-26,20170.0,26.0
2023-02-27,61404.0,296.0
2023-02-28,23774.0,334.0
2023-03-01,69815.0,907.0
2023-03-02,0.0,0.0
2023-03-03,0.0,0.0
2023-03-04,0.0,0.0
2023-03-05,1931.0,0.0
2023-03-06,1914.0,218.0
2023-03-07,72397.0,557.0
2023-03-08,49009.0,522.0
2023-03-09,0.0,0.0
